0.00000000E+00	1.06000000E+02
2.77777778E-03	3.35000000E+02
5.55555556E-03	2.28000000E+02
8.33333333E-03	-2.27000000E+02
1.11111111E-02	-5.90000000E+01
1.38888889E-02	2.91000000E+02
1.66666667E-02	-3.92000000E+02
1.94444444E-02	-4.50000000E+01
2.22222222E-02	4.43000000E+02
2.50000000E-02	3.72000000E+02
2.77777778E-02	9.08000000E+02
3.05555556E-02	3.95000000E+02
3.33333333E-02	1.06000000E+02
3.61111111E-02	3.35000000E+02
3.88888889E-02	2.28000000E+02
4.16666667E-02	-2.27000000E+02
4.44444444E-02	-5.90000000E+01
4.72222222E-02	2.91000000E+02
5.00000000E-02	-3.92000000E+02
5.27777778E-02	-4.50000000E+01
5.55555556E-02	4.43000000E+02
5.83333333E-02	3.72000000E+02
6.11111111E-02	9.08000000E+02
6.38888889E-02	3.95000000E+02
6.66666667E-02	1.06000000E+02
6.94444444E-02	3.25000000E+02
7.22222222E-02	2.19000000E+02
7.50000000E-02	-2.19000000E+02
7.77777778E-02	-6.00000000E+01
8.05555556E-02	2.84000000E+02
8.33333333E-02	4.92000000E+02
8.61111111E-02	8.37000000E+02
8.88888889E-02	2.39000000E+02
9.16666667E-02	3.72000000E+02
9.44444444E-02	9.08000000E+02
9.72222222E-02	4.05000000E+02
1.00000000E-01	8.60000000E+01
1.02777778E-01	3.06000000E+02
1.05555556E-01	2.19000000E+02
1.08333333E-01	-2.14000000E+02
1.11111111E-01	-5.50000000E+01
1.13888889E-01	2.74000000E+02
1.16666667E-01	4.87000000E+02
1.19444444E-01	8.32000000E+02
1.22222222E-01	2.40000000E+02
1.25000000E-01	4.04000000E+02
1.27777778E-01	1.79000000E+02
1.30555556E-01	-6.30000000E+01
1.33333333E-01	9.60000000E+01
1.36111111E-01	3.20000000E+02
1.38888889E-01	2.24000000E+02
1.41666667E-01	-1.95000000E+02
1.44444444E-01	-6.50000000E+01
1.47222222E-01	2.64000000E+02
1.50000000E-01	4.92000000E+02
1.52777778E-01	8.42000000E+02
1.55555556E-01	2.44000000E+02
1.58333333E-01	4.04000000E+02
1.61111111E-01	1.74000000E+02
1.63888889E-01	-6.20000000E+01
1.66666667E-01	1.06000000E+02
1.69444444E-01	3.25000000E+02
1.72222222E-01	2.19000000E+02
1.75000000E-01	-2.07000000E+02
1.77777778E-01	-6.20000000E+01
1.80555556E-01	2.74000000E+02
1.83333333E-01	4.92000000E+02
1.86111111E-01	8.32000000E+02
1.88888889E-01	2.35000000E+02
1.91666667E-01	4.14000000E+02
1.94444444E-01	1.89000000E+02
1.97222222E-01	-5.20000000E+01
2.00000000E-01	9.60000000E+01
2.02777778E-01	3.35000000E+02
2.05555556E-01	2.38000000E+02
2.08333333E-01	-2.14000000E+02
2.11111111E-01	-5.50000000E+01
2.13888889E-01	2.74000000E+02
2.16666667E-01	4.92000000E+02
2.19444444E-01	8.36000000E+02
2.22222222E-01	2.35000000E+02
2.25000000E-01	3.99000000E+02
2.27777778E-01	1.74000000E+02
2.30555556E-01	-6.70000000E+01
2.33333333E-01	9.60000000E+01
2.36111111E-01	3.25000000E+02
2.38888889E-01	2.28000000E+02
2.41666667E-01	-2.14000000E+02
2.44444444E-01	-7.00000000E+01
2.47222222E-01	2.88000000E+02
